*************************** NUIT one-group neutron cross-section data ***************************
Number of isotopes with neutron data: 
	202
Number of burnup steps:
	2

BU(MWd/kgHM)
0.00000000E+00   1.00000000E+00

NucId    NucName  MT
                  102   2.01619287E-02   1.96357616E-02
                  103   1.64259999E-07   1.96943023E-07
531270   I127     4       
                  16    6.45199505E-04   2.21732270E-04
                  102   4.64584103E+00   4.89822692E+00
                  103   1.34100625E-05   1.08478596E-05
                  107   6.30011927E-07   5.04032042E-07
531280   I128     4       
                  16    2.19634059E-03   1.25442648E-03
                  102   2.46343569E+00   2.42161334E+00
                  103   3.42046471E-04   3.15398850E-04
                  107   5.56363771E-05   5.10168648E-05
531290   I129     5       
                  16    8.76694684E-04   2.73903569E-04
                  102   1.69874792E+00   1.61004927E+00
                  103   8.52911680E-07   5.44110089E-07
                  107   2.92951610E-07   2.20782760E-07
                  1021  2.41444317E+00   2.28837511E+00
531300   I130     4       
                  16    1.60403111E-03   8.56469182E-04
                  102   4.37185449E+00   4.21734704E+00
                  103   6.08696200E-06   3.69586850E-06
                  107   5.89864164E-07   4.69873871E-07
531310   I131     5       
                  16    1.10548443E-03   3.40422550E-04
                  102   1.06643649E+01   9.78161138E+00
                  103   3.04238484E-07   2.19170944E-07
                  107   1.25257557E-07   1.07969946E-07
                  1021  1.74505818E-01   1.60060924E-01
531320   I132     4       
                  16    2.33052623E-03   1.50154246E-03
                  102   8.92833980E-01   8.42398527E-01
                  103   1.04992596E-06   7.64072265E-07
                  107   2.93235929E-07   2.38332101E-07
531350   I135     3       
                  16    1.14535014E-03   4.13622356E-04
                  102   9.62137259E+00   8.88176183E+00
                  107   2.81151187E-07   2.84632722E-07
541280   Xe128    4       
                  16    3.71288328E-04   1.88609776E-04
                  102   9.05336395E-01   9.29948779E-01
                  103   8.78575943E-06   6.02745732E-06
                  107   2.71901634E-06   2.51105464E-06
541300   Xe130    4       
                  16    9.42327294E-04   2.97823972E-04
                  102   6.91131608E-01   6.29455008E-01
                  103   2.58301006E-06   2.16292908E-06
                  107   1.63963531E-07   1.27664547E-07
541310   Xe131    4       
                  16    1.86680225E-03   1.00305032E-03
                  102   3.45442692E+01   3.48014015E+01
                  103   4.18701051E-06   3.76067278E-06
                  107   1.13227412E-06   1.05680761E-06
541320   Xe132    4       
                  16    6.05293816E-04   2.14040723E-04
                  102   2.42172083E-01   1.52514888E-01
                  103   1.09350589E-06   7.39150269E-07
                  107   1.14279883E-07   1.24217769E-07
541330   Xe133    4       
                  16    2.66632726E-03   2.01054437E-03
                  102   2.31705787E+01   2.13233059E+01
                  103   4.58906292E-07   2.93270950E-07
                  107   1.77831812E-07   1.58335991E-07
541340   Xe134    3       
                  16    7.61272213E-04   2.53102035E-04
                  102   4.35222747E-02   4.18263352E-02
                  103   8.45108740E-07   6.21444742E-07
541350   Xe135    4       
                  16    2.59639300E-03   1.93377748E-03
                  102   3.35465167E+05   3.07501904E+05
                  103   1.60552128E-07   1.26109152E-07
                  107   1.45340872E-07   1.46339385E-07
541360   Xe136    3       
                  16    1.20709302E-03   4.10423736E-04
                  102   3.22125201E-02   2.97903394E-02
                  103   2.21244241E-07   3.44791220E-07
551330   Cs133    4       
                  16    4.87728628E-04   2.17669002E-04
                  102   1.17020702E+01   1.19965704E+01
                  103   6.22519745E-06   4.66626941E-06
                  107   7.84339082E-07   5.95016423E-07
551340   Cs134    4       
                  16    2.29186163E-03   1.35597506E-03
                  102   1.81801806E+01   1.67935134E+01
                  103   1.92259516E-06   1.34367092E-06
                  107   5.67821044E-07   4.20446720E-07
551350   Cs135    4       
                  16    9.56523363E-04   3.07575937E-04
                  102   2.59913698E+00   1.96553558E+00
                  103   6.95351709E-07   4.36438870E-07
                  107   2.13592831E-07   1.67578307E-07
551360   Cs136    4       
                  16    2.53834994E-03   1.57961595E-03
                  102   2.61827075E+00   2.65173483E+00
                  103   5.66929523E-07   3.71476061E-07
                  107   2.08089826E-07   1.45627723E-07
551370   Cs137    3       
                  16    1.27324973E-03   4.15381748E-04
                  102   4.00688559E-02   3.78071752E-02
                  103   8.71862652E-08   1.26327436E-07
561340   Ba134    4       
                  16    4.27638152E-04   2.13613126E-04
                  102   7.17638457E-01   7.33745628E-01
                  103   2.64720830E-06   1.90636495E-06
                  107   2.17502334E-06   2.06117125E-06
561370   Ba137    4       
                  16    2.13125805E-03   1.17926092E-03
                  102   4.95689793E-01   4.80518191E-01
                  103   7.69524038E-07   5.04275958E-07
                  107   4.87084148E-07   4.24606562E-07
561400   Ba140    5       
                  16    4.87439333E-03   4.33447356E-03
                  17    6.63771944E-05   1.30796109E-04
                  102   6.08111883E-01   5.09598358E-01
                  103   3.03517677E-07   2.77673336E-07
                  107   3.41802438E-07   3.07621101E-07
571390   La139    4       
                  16    6.54709650E-04   2.34417689E-04
                  102   1.23707484E+00   1.24957802E+00
                  103   5.38921837E-07   4.34661333E-07
                  107   3.51962163E-07   2.25432531E-07
571400   La140    4       
                  16    4.74205953E-03   4.46910658E-03
                  102   2.22334199E+00   2.22450861E+00
                  103   1.52313042E-06   1.15475066E-06
                  107   1.65225268E-04   1.61569892E-04
581400   Ce140    4       
                  16    6.14251046E-04   2.54276255E-04
                  102   7.31795204E-02   6.84333245E-02
                  103   8.25744599E-07   7.13564632E-07
                  107   1.16983575E-06   1.00224919E-06
581410   Ce141    4       
                  16    4.60054461E-03   4.11373393E-03
                  102   7.28509093E+00   6.92847753E+00
                  103   1.11197964E-06   8.37086521E-07
                  107   2.16506709E-05   1.94582938E-05
581420   Ce142    5       
                  16    2.39216601E-03   1.17119163E-03
                  17    1.28425277E-06   4.72329120E-06
                  102   1.31264873E-01   1.25162411E-01
                  103   3.20470726E-07   3.82478336E-07
                  107   1.97485235E-06   1.70177753E-06
581430   Ce143    5       
                  16    4.92391545E-03   4.60013321E-03
                  17    1.90842119E-06   6.78080722E-06
                  102   1.70092148E+00   1.48293498E+00
                  103   2.08844967E-07   2.36296217E-07
                  107   6.31241396E-06   6.12269437E-06
581440   Ce144    5       
                  16    2.95660535E-03   1.71880228E-03
                  17    1.20601940E-05   3.52714946E-05
                  102   1.71634277E-01   1.70902318E-01
                  103   8.04329260E-08   1.33014165E-07
                  107   4.37516648E-07   4.29239258E-07
591410   Pr141    4       
                  16    3.33310441E-04   1.87721047E-04
                  102   1.78688269E+00   1.66648500E+00
                  103   3.63835159E-06   2.34407277E-06
                  107   3.14035929E-06   2.78906882E-06
591420   Pr142    4       
                  16    2.97244333E-03   2.41103464E-03
                  102   4.61183937E+00   4.29696645E+00
                  103   7.08335764E-06   4.52309002E-06
                  107   3.09975518E-03   3.06516014E-03
591430   Pr143    5       
                  16    2.01759596E-03   1.00102196E-03
                  17    4.87072751E-07   1.26313555E-06
                  102   1.36720247E+01   1.26865184E+01
                  103   1.10820564E-06   7.21075605E-07
                  107   3.90122490E-06   3.57531411E-06
601420   Nd142    4       
                  16    3.57899822E-04   2.09834774E-04
                  102   2.19827965E+00   2.02528636E+00
                  103   4.99916499E-06   4.30858809E-06
                  107   4.94254080E-06   4.91624483E-06
601430   Nd143    4       
                  16    2.13279577E-03   1.37164876E-03
                  102   3.83772156E+01   3.54984565E+01
                  103   3.41404084E-06   2.53533998E-06
                  107   2.95087674E-03   2.77841177E-03
601440   Nd144    4       
                  16    1.51034095E-03   5.92204905E-04
                  102   5.40788235E-01   4.93572841E-01
                  103   1.25709084E-06   1.07538910E-06
                  107   9.43857936E-06   9.44487275E-06
601450   Nd145    4       
                  16    3.18313083E-03   2.41567074E-03
                  102   1.08432981E+01   1.00292874E+01
                  103   1.06175728E-06   8.08467621E-07
                  107   6.27703076E-05   6.29791536E-05
601460   Nd146    4       
                  16    1.83513352E-03   8.11104682E-04
                  102   2.65257028E-01   2.60228554E-01
                  103   2.63551975E-07   3.40855946E-07
                  107   1.71657260E-06   1.62234187E-06
601470   Nd147    5       
                  16    5.61569387E-03   5.41712688E-03
                  17    1.07744829E-06   3.95549229E-06
                  102   6.07050901E+01   5.57655424E+01
                  103   4.77737066E-07   4.15885418E-07
                  107   1.79425473E-06   1.72404018E-06
601480   Nd148    5       
                  16    2.01558014E-03   1.05451719E-03
                  17    7.51008886E-07   2.72899472E-06
                  102   7.35672669E-01   8.06384716E-01
                  103   7.99054233E-08   1.35954303E-07
                  107   3.22582698E-07   3.04833287E-07
601490   Nd149    3       
                  16    8.04195132E-03   8.12942127E-03
                  102   7.97656967E+00   7.67620452E+00
                  107   1.47802664E-04   1.36463316E-04
601500   Nd150    3       
                  16    1.92853565E-03   9.57763832E-04
                  17    1.45955866E-06   5.25553812E-06
                  102   6.60633284E-01   5.43220960E-01
611470   Pm147    4       
                  16    1.71215233E-03   6.67969404E-04
                  102   6.73109834E+01   6.33510169E+01
                  103   1.59565856E-06   9.84430524E-07
                  107   3.25826837E-06   2.89894623E-06
611480   Pm148    4       
                  16    4.31017314E-03   3.90124613E-03
                  102   2.92872192E+02   2.74139977E+02
                  103   1.31246057E-06   8.17611470E-07
                  107   5.16282257E-06   4.96293429E-06
611481   Pm148m1  4       
                  16    2.48147375E-03   1.86765972E-03
                  102   3.86777597E+03   3.54988740E+03
                  103   1.57445808E-06   1.27283027E-06
                  107   1.39863207E-06   1.11837362E-06
611490   Pm149    5       
                  16    1.97394989E-03   9.42112009E-04
                  17    1.43957586E-06   4.01366905E-06
                  102   1.92713940E+02   1.83230529E+02
                  103   6.27035343E-07   4.61917304E-07
                  107   8.80804938E-07   7.16715364E-07
611500   Pm150    4       
                  16    7.27853839E-03   7.25910391E-03
                  102   3.66197664E+01   3.57149697E+01
                  103   7.98519121E-07   6.13013853E-07
                  107   1.96843047E-03   1.81666874E-03
611510   Pm151    4       
                  16    1.58008375E-03   5.67134657E-04
                  102   8.76692922E+01   8.51654593E+01
                  103   5.45567956E-07   4.28138138E-07
                  107   1.10140248E-07   1.05820995E-07
621470   Sm147    4       
                  16    1.80931140E-03   9.68616005E-04
                  102   2.66010450E+01   2.39878242E+01
                  103   4.45532636E-06   3.15254070E-06
                  107   2.51892127E-04   2.47494410E-04
621480   Sm148    4       
                  16    1.26183603E-03   4.19624180E-04
                  102   1.33389302E+00   1.32071290E+00
                  103   5.80802905E-07   5.15837100E-07
                  107   1.04231240E-05   1.01777501E-05
621490   Sm149    4       
                  16    2.76306138E-03   1.92899959E-03
                  102   1.00763616E+04   9.27822829E+03
                  103   1.40684793E-06   9.89541032E-07
                  107   9.28606556E-03   8.56081143E-03
621500   Sm150    4       
                  16    1.37967139E-03   5.01174133E-04
                  102   1.44503132E+01   1.34639319E+01
                  103   5.10406252E-07   5.82015726E-07
                  107   1.22539208E-06   1.08169422E-06
621510   Sm151    4       
                  16    4.57314175E-03   4.16421465E-03
                  102   1.13304255E+03   1.03660507E+03
                  103   1.14664969E-06   8.01441787E-07
                  107   2.22629596E-06   1.86223624E-06
621520   Sm152    4       
                  16    1.34354086E-03   4.44883322E-04
                  102   1.16087890E+02   9.47302585E+01
                  103   2.90787975E-07   3.22042379E-07
                  107   2.18983701E-07   2.19849755E-07
621530   Sm153    4       
                  16    4.32194595E-03   3.76319263E-03
                  102   1.67399553E+02   1.66635245E+02
                  103   1.25345199E-06   9.26020948E-07
                  107   6.35232908E-07   4.68080928E-07
621540   Sm154    3       
                  16    1.58532070E-03   6.00070243E-04
                  102   2.01366281E+00   1.94557686E+00
                  103   1.33679880E-07   1.85170801E-07
631510   Eu151    4       
                  16    1.15272168E-03   4.04222171E-04
                  102   1.02830143E+03   9.65418840E+02
                  103   6.67029502E-06   4.38248198E-06
                  107   5.20952693E-06   4.12555474E-06
631520   Eu152    4       
                  16    2.28511270E-03   1.47338928E-03
                  102   9.48354693E+02   8.68446328E+02
                  103   3.40984394E-06   2.23406049E-06
                  107   2.69284302E-06   2.30730081E-06
631530   Eu153    4       
                  16    9.41086902E-04   3.38551087E-04
                  102   7.17817386E+01   7.04295976E+01
                  103   3.76693567E-06   3.04534052E-06
                  107   1.56531720E-06   1.39264890E-06
631540   Eu154    4       
                  16    3.33042735E-03   2.43355184E-03
                  102   3.72617832E+02   3.44316501E+02
                  103   1.27812429E-05   8.99341666E-06
                  107   3.39958645E-06   2.32158097E-06
631550   Eu155    4       
                  16    1.16810263E-03   4.03512358E-04
                  102   9.97698567E+02   9.26894079E+02
                  103   9.21246404E-06   5.85231330E-06
                  107   4.55654829E-06   4.47193752E-06
631560   Eu156    4       
                  16    2.99367442E-03   2.16594717E-03
                  102   5.23280467E+01   6.40137349E+01
                  103   3.74933693E-07   2.75902600E-07
                  107   1.68282394E-07   1.25784739E-07
631570   Eu157    3       
                  16    2.59073738E-03   1.16981483E-03
                  102   2.94849734E+01   2.89001670E+01
                  103   3.76292089E-07   3.37424535E-07
641520   Gd152    4       
                  16    9.54252190E-04   3.24285650E-04
                  102   9.15070168E+01   8.43881255E+01
                  103   1.15156358E-06   8.66703679E-07
                  107   1.24942978E-03   1.17641854E-03
641540   Gd154    4       
                  16    8.64223458E-04   2.95335700E-04
                  102   1.54338510E+01   1.38526424E+01
                  103   6.47294323E-07   4.80468951E-07
                  107   7.12331739E-07   6.21751243E-07
641550   Gd155    4       
                  16    2.15952728E-03   1.29395174E-03
                  102   3.71557628E+03   3.38872550E+03
                  103   1.14149070E-06   8.11327285E-07
                  107   4.58540752E-06   4.15392133E-06
641560   Gd156    4       
                  16    1.08184282E-03   3.31680221E-04
                  102   3.40722828E+00   3.22602178E+00
                  103   3.89834862E-07   3.14968616E-07
                  107   3.83485236E-07   3.51549733E-07
641570   Gd157    4       
                  16    2.59687163E-03   1.69889560E-03
                  102   1.59175367E+04   1.45051458E+04
                  103   5.39528468E-07   4.48716834E-07
                  107   2.79837985E-05   2.54615279E-05
641580   Gd158    4       
                  16    1.43596571E-03   4.89111393E-04
                  102   2.24667653E+00   1.91346186E+00
                  103   1.42400504E-07   1.72809224E-07
                  107   2.01039379E-07   1.90227128E-07
641590   Gd159    4       
                  16    5.89522588E-03   5.40005061E-03
                  102   5.63586659E+00   5.64815418E+00
                  103   9.32022599E-08   1.24320947E-07
                  107   1.64485422E-06   1.53307087E-06
641600   Gd160    3       
                  16    1.91770314E-03   8.50527414E-04
                  102   4.32549912E-01   4.28116685E-01
                  107   9.47968910E-08   1.19269158E-07
651590   Tb159    4       
                  16    1.55560700E-03   5.00590040E-04
                  102   1.43473986E+01   1.40580219E+01
                  103   8.48993310E-07   5.70741102E-07
                  107   4.45183234E-07   3.19035416E-07
651600   Tb160    4       
                  16    3.26473794E-03   2.39161888E-03
                  102   1.27878500E+02   1.26888861E+02
                  103   2.23782781E-06   1.42008177E-06
                  107   6.97917048E-07   5.80018387E-07
651610   Tb161    4       
                  16    2.27391408E-03   9.01653094E-04
                  102   1.12261118E+02   1.04780725E+02
                  103   1.84585875E-07   1.98824149E-07
                  107   1.86164775E-07   1.75540408E-07
661600   Dy160    4       
