*************************** NUIT one-group neutron cross-section data ***************************
Number of isotopes with neutron data: 
	554
Number of burnup steps:
	2

BU(MWd/kgHM)
0.00000000E+00   1.00000000E+00

NucId    NucName  MT
260540   Fe54     4       
                  16    2.64023981E-07   0.00000000E+00
                  102   2.95566305E-01   3.15571153E-01
                  103   2.22238560E-02   2.09257150E-02
                  107   2.19283414E-04   2.00427657E-04
260550   Fe55     4       
                  16    1.07965308E-04   1.96429716E-05
                  102   1.69712221E+00   1.81124987E+00
                  103   2.07810822E-02   2.07041858E-02
                  107   1.86874853E-03   1.87992693E-03
260560   Fe56     4       
                  16    9.72494778E-05   1.14165519E-05
                  102   3.39805741E-01   3.62499243E-01
                  103   3.21968992E-04   2.74046265E-04
                  107   7.00579711E-05   6.45851061E-05
260570   Fe57     4       
                  16    4.59834179E-04   2.73331145E-04
                  102   3.33468897E-01   3.53488975E-01
                  103   1.98876488E-04   1.71924871E-04
                  107   2.33483073E-04   2.13211111E-04
260580   Fe58     4       
                  16    2.30283426E-04   3.82241094E-05
                  102   1.84981624E-01   2.01552216E-01
                  103   1.23373282E-05   5.52081042E-06
                  107   6.70137207E-06   6.76184661E-06
270580   Co58     4       
                  16    2.48632993E-04   9.67396152E-05
                  102   3.91840307E+02   4.08144260E+02
                  103   4.68857073E+00   4.73595484E+00
                  107   1.67743967E-03   1.57067966E-03
270581   Co58m1   4       
                  16    2.53337804E-04   7.68196284E-08
                  102   2.20186943E+04   1.48733516E+01
                  103   5.77830587E+03   3.90275386E+00
                  107   1.68608103E-03   9.75451900E-07
270590   Co59     5       
                  16    1.79896952E-04   2.87657564E-05
                  102   2.90397068E+00   3.06970412E+00
                  103   4.14104369E-04   3.67317732E-04
                  107   4.57976263E-05   3.73273300E-05
                  1021  3.63650382E+00   3.84404390E+00
280580   Ni58     4       
                  16    4.69074306E-06   1.75344954E-07
                  102   5.45122199E-01   5.81162214E-01
                  103   3.01331719E-02   2.86358455E-02
                  107   2.08153622E-03   1.91434803E-03
280590   Ni59     4       
                  16    1.10602569E-04   2.57771231E-05
                  102   1.21725958E+01   1.30919009E+01
                  103   2.63446938E-01   2.79908886E-01
                  107   1.99619567E+00   2.14539047E+00
280600   Ni60     4       
                  16    8.28051556E-05   9.28838355E-06
                  102   3.14822282E-01   3.36079142E-01
                  103   5.93723060E-04   5.13965467E-04
                  107   2.66180116E-04   2.32898184E-04
280610   Ni61     4       
                  16    3.92171366E-04   2.08249130E-04
                  102   3.72780986E-01   3.92194508E-01
                  103   6.83901267E-04   6.08852261E-04
                  107   4.76410063E-04   4.28196648E-04
280620   Ni62     4       
                  16    1.94715529E-04   3.05288184E-05
                  102   1.92074662E+00   2.04933656E+00
                  103   1.51356400E-05   8.09017389E-06
                  107   1.49199898E-05   1.06890793E-05
280630   Ni63     4       
                  16    9.22158330E-04   6.82463144E-04
                  102   3.37305698E+00   3.55798949E+00
                  103   1.54918608E-05   6.12121909E-06
                  107   2.25992479E-05   1.41132680E-05
280640   Ni64     4       
                  16    2.83748365E-04   4.97727766E-05
                  102   1.94851946E-01   2.08000690E-01
                  103   1.49046758E-06   2.34964571E-07
                  107   1.06672859E-06   2.40873433E-07
290630   Cu63     4       
                  16    1.00693120E-04   1.31858931E-05
                  102   6.73362946E-01   7.30792246E-01
                  103   6.43560149E-03   6.26665998E-03
                  107   2.20958976E-04   1.94965618E-04
290640   Cu64     4       
                  16    4.22759684E-04   2.33806538E-04
                  102   1.35103649E-01   1.36544691E-01
                  103   7.07196179E+01   7.54836418E+01
                  107   1.67324115E-04   1.51344334E-04
290650   Cu65     4       
                  16    2.28081780E-04   3.73622548E-05
                  102   3.14008937E-01   3.25690291E-01
                  103   1.41942121E-04   1.24764475E-04
                  107   1.35217011E-05   1.04376225E-05
300640   Zn64     4       
                  16    2.26353311E-05   1.40143701E-06
                  102   1.44585627E-01   1.45007699E-01
                  103   9.91489793E-03   9.41573349E-03
                  107   5.16149078E-03   4.98068511E-03
300650   Zn65     4       
                  16    3.57550953E-04   1.58071411E-04
                  102   8.86434884E+00   9.44593745E+00
                  103   2.06443039E-01   2.00500501E-01
                  107   5.17093847E-01   5.26797852E-01
300660   Zn66     4       
                  16    1.56112886E-04   2.14317066E-05
                  102   1.02593525E-01   1.09304195E-01
                  103   3.28330713E-04   2.87893696E-04
                  107   3.86244483E-04   3.45810379E-04
300670   Zn67     4       
                  16    7.61997113E-04   5.34016224E-04
                  102   1.65437347E+00   1.69441622E+00
                  103   2.67880587E-04   2.47259841E-04
                  107   9.27134509E-04   8.98705931E-04
300680   Zn68     4       
                  16    2.60732843E-04   4.40580032E-05
                  102   2.04659269E-01   2.38606052E-01
                  103   1.39347510E-05   8.82201169E-06
                  107   2.34104501E-05   1.98790901E-05
300690   Zn69     4       
                  16    1.34077961E-03   1.06568737E-03
                  102   7.21454303E-02   7.52342002E-02
                  103   1.97160362E-05   1.03014629E-05
                  107   2.10236995E-04   2.07734559E-04
300700   Zn70     4       
                  16    3.38921084E-04   6.66894990E-05
                  102   1.45354315E-02   1.60818281E-02
                  103   1.85540894E-06   4.29624156E-07
                  107   3.54278036E-06   2.28071005E-06
310690   Ga69     4       
                  16    2.00794772E-04   2.94511193E-05
                  102   7.31592206E-01   7.05269225E-01
                  103   7.38350989E-04   6.73692843E-04
                  107   1.26116086E-04   1.11205679E-04
310700   Ga70     4       
                  16    5.04034003E-04   3.07304827E-04
                  102   2.17852739E-01   2.15105854E-01
                  103   3.80436686E-01   4.05979967E-01
                  107   1.18407931E-02   1.26070362E-02
310710   Ga71     4       
                  16    2.49322001E-04   4.13443731E-05
                  102   1.52508897E+00   1.47746501E+00
                  103   1.91577268E-05   1.50717504E-05
                  107   4.51335547E-06   3.01078291E-06
320700   Ge70     4       
                  16    1.04740189E-04   1.08712120E-05
                  102   4.41856174E-01   4.64770137E-01
                  103   7.97458616E-04   7.10405207E-04
                  107   9.96201851E-04   9.15883037E-04
320710   Ge71     4       
                  16    5.43798649E-04   3.45606839E-04
                  102   2.91124681E+00   3.01272841E+00
                  103   1.65587906E-03   1.59335584E-03
                  107   3.84130232E+00   4.09977860E+00
320720   Ge72     5       
                  16    2.16540280E-04   3.37007808E-05
                  102   6.78124514E-02   7.22290302E-02
                  103   4.75757052E-05   3.84091452E-05
                  107   2.69343248E-05   2.32333888E-05
                  1021  6.74877310E-02   7.18831609E-02
320730   Ge73     4       
                  16    7.00065205E-04   4.51177384E-04
                  102   3.56471371E+00   3.49425557E+00
                  103   2.68348568E-05   2.08941193E-05
                  107   3.57399971E-05   3.20421172E-05
320740   Ge74     5       
                  16    2.84043652E-04   4.89513263E-05
                  102   5.42546899E-02   5.88446954E-02
                  103   3.83955572E-06   1.73603614E-06
                  107   2.00492854E-06   1.19388859E-06
                  1021  2.72088085E-02   2.95107031E-02
320750   Ge75     4       
                  16    1.51207289E-03   1.20776516E-03
                  102   1.09730173E-01   1.14188487E-01
                  103   5.37305016E-06   2.45389780E-06
                  107   5.23251766E-06   2.48168346E-06
320760   Ge76     4       
                  16    3.55107363E-04   6.66187214E-05
                  102   2.12014212E-02   1.87719636E-02
