*************************** NUIT one-group neutron cross-section data ***************************
Number of isotopes with neutron data: 
	420
Number of burnup steps:
	2

BU(MWd/kgHM)
0.00000000E+00   1.00000000E+00

NucId    NucName  MT
                  107   6.69468948E-05   6.53137959E-05
280610   Ni61     4       
                  16    3.83477163E-05   2.64773516E-05
                  102   8.12107159E-01   8.14382071E-01
                  103   1.24790881E-04   1.22912529E-04
                  107   1.05875440E-04   1.05398183E-04
280620   Ni62     4       
                  16    5.18072769E-06   9.76895940E-06
                  102   4.66351291E+00   4.66021668E+00
                  103   1.24830023E-06   1.10245101E-06
                  107   1.89407831E-06   1.66028996E-06
280640   Ni64     3       
                  16    2.04894794E-05   1.92772177E-05
                  102   4.64844448E-01   4.65880891E-01
                  107   4.20619727E-07   4.09413162E-07
290630   Cu63     4       
                  16    1.34716464E-06   4.99673184E-06
                  102   1.47699234E+00   1.46441090E+00
                  103   9.63508986E-04   9.68495048E-04
                  107   2.07463126E-05   1.95180442E-05
290650   Cu65     4       
                  16    9.98623400E-06   1.40334288E-05
                  102   6.94359622E-01   7.01395718E-01
                  103   2.30743392E-05   2.28829600E-05
                  107   4.90567721E-07   4.44706399E-07
300640   Zn64     4       
                  16    1.11185002E-07   7.92604236E-07
                  102   2.68728237E-01   2.71940497E-01
                  103   1.48994317E-03   1.49004195E-03
                  107   8.62899164E-04   8.64128618E-04
300650   Zn65     4       
                  16    4.07454732E-05   2.84434106E-05
                  102   2.05075933E+01   2.05048822E+01
                  103   1.30258056E-01   1.33323835E-01
                  107   7.89089038E-01   7.92422312E-01
300660   Zn66     4       
                  16    2.10292570E-06   7.35572863E-06
                  102   2.10067390E-01   2.09789640E-01
                  103   4.53242235E-05   4.40549919E-05
                  107   5.43395984E-05   5.37475835E-05
300670   Zn67     4       
                  16    1.00473848E-04   6.94236697E-05
                  102   2.75765865E+00   2.79826984E+00
                  103   3.99680673E-05   3.93903725E-05
                  107   3.48992172E-04   3.48887447E-04
300680   Zn68     4       
                  16    9.46134461E-06   1.44463164E-05
                  102   3.83552810E-01   3.87981936E-01
                  103   1.52983585E-06   1.30236603E-06
                  107   3.06647477E-06   2.89094438E-06
300700   Zn70     4       
                  16    2.92228943E-05   2.44540988E-05
                  102   3.01636327E-02   2.99528064E-02
                  103   9.66231841E-08   1.04943756E-07
                  107   3.85668926E-07   3.38818962E-07
310690   Ga69     4       
                  16    4.68198809E-06   9.99288228E-06
                  102   9.34827822E-01   8.48004782E-01
                  103   1.06361946E-04   1.05562215E-04
                  107   1.75660344E-05   1.70510949E-05
310710   Ga71     4       
                  16    1.26046017E-05   1.49622704E-05
                  102   2.15608328E+00   2.19484990E+00
                  103   2.46027666E-06   2.27702474E-06
                  107   5.19964773E-07   4.54092773E-07
320700   Ge70     4       
                  16    6.85522227E-07   4.44184258E-06
                  102   9.79317819E-01   9.81971596E-01
                  103   1.11366459E-04   1.09178743E-04
                  107   1.44581761E-04   1.43920940E-04
320720   Ge72     5       
                  16    4.78475430E-06   1.09523041E-05
                  102   1.44135528E-01   1.44053386E-01
                  103   6.10092246E-06   5.29922347E-06
                  107   3.64877246E-06   3.36638156E-06
                  1021  1.43445334E-01   1.43363585E-01
320730   Ge73     4       
                  16    8.87352658E-05   6.31609504E-05
                  102   5.65188183E+00   5.71990797E+00
                  103   3.40221058E-06   3.20093445E-06
                  107   5.83430795E-06   5.78117074E-06
320740   Ge74     5       
                  16    1.14136560E-05   1.63694955E-05
                  102   1.14205752E-01   1.13734046E-01
                  103   3.41846492E-07   2.90717608E-07
                  107   2.13399294E-07   1.76581425E-07
                  1021  5.72743563E-02   5.70377946E-02
320760   Ge76     3       
                  16    3.08442784E-05   2.58583183E-05
                  102   3.15852985E-02   3.28889666E-02
                  1021  4.72793670E-02   4.92308001E-02
330740   As74     4       
                  16    8.08994633E-05   5.23675213E-05
                  102   8.68129094E+00   8.72355217E+00
                  103   7.70447283E-03   7.70414159E-03
                  107   7.54607435E-05   7.54789400E-05
330750   As75     4       
                  16    8.07846929E-06   1.40244542E-05
                  102   2.85955204E+00   2.85933320E+00
                  103   1.90611388E-05   1.88328036E-05
                  107   1.09843389E-06   9.63430170E-07
340740   Se74     4       
                  16    2.66459202E-07   1.93101585E-06
                  102   2.72609335E+01   2.83093527E+01
                  103   7.08964305E-04   7.09595772E-04
                  107   1.71106407E-04   1.70202411E-04
340760   Se76     5       
                  16    2.82433719E-06   9.81553909E-06
                  102   1.97093301E+01   1.96745954E+01
                  103   2.31572140E-05   2.14490686E-05
                  107   9.62447643E-06   8.91668940E-06
                  1021  6.89254612E+00   6.88039908E+00
340770   Se77     4       
                  16    1.56725221E-04   1.03315525E-04
                  102   1.33451529E+01   1.33390420E+01
                  103   3.57101951E-05   3.56027427E-05
                  107   3.09125232E-05   3.10418810E-05
340780   Se78     5       
                  16    9.15924185E-06   1.46110675E-05
                  102   2.76930661E-02   2.58446671E-02
                  103   7.87342640E-07   6.69780651E-07
                  107   6.32399480E-07   5.21002804E-07
                  1021  2.07392384E-01   1.93549791E-01
340790   Se79     4       
                  16    2.45102757E-04   1.88256213E-04
                  102   1.64252171E+01   1.63997213E+01
                  103   1.02711104E-06   9.92454339E-07
                  107   3.08474838E-06   3.06523111E-06
340800   Se80     5       
                  16    2.42303518E-05   2.28551301E-05
                  102   1.74149082E-01   1.74583449E-01
                  103   1.71457801E-07   1.94557460E-07
                  107   3.68223362E-07   3.21857299E-07
                  1021  3.18469932E-02   3.19264267E-02
340820   Se82     3       
                  16    4.07703460E-05   2.88530017E-05
                  102   2.56047195E-03   2.67271174E-03
                  1021  1.57025234E-02   1.63908527E-02
350790   Br79     5       
                  16    5.90758372E-06   1.18225603E-05
                  102   4.61632549E+00   4.62674801E+00
                  103   1.84279390E-04   1.83823383E-04
                  107   2.06848692E-06   1.88324991E-06
                  1021  1.38904135E+00   1.39217746E+00
350810   Br81     5       
                  16    1.40247171E-05   1.76443985E-05
                  102   1.54332533E-01   1.63765665E-01
                  103   9.03570253E-06   8.72371193E-06
